Messstelle:                ;EW-Gmünd
13.06.1990 00:00:00;   134
14.06.1990 00:00:00;   132
15.06.1990 00:00:00;   134
16.06.1990 00:00:00;   129
17.06.1990 00:00:00;   127
18.06.1990 00:00:00;   131
19.06.1990 00:00:00;   128
20.06.1990 00:00:00;   128
21.06.1990 00:00:00;   134
22.06.1990 00:00:00;   126
23.06.1990 00:00:00;   127
24.06.1990 00:00:00;   124
25.06.1990 00:00:00;   123
26.06.1990 00:00:00;   128
27.06.1990 00:00:00;   133
28.06.1990 00:00:00;   133
29.06.1990 00:00:00;   128
30.06.1990 00:00:00;   128
01.07.1990 00:00:00;   143
02.07.1990 00:00:00;   141
03.07.1990 00:00:00;   136
04.07.1990 00:00:00;   148
05.07.1990 00:00:00;   136
06.07.1990 00:00:00;   143
07.07.1990 00:00:00;   135
08.07.1990 00:00:00;   139
09.07.1990 00:00:00;   149
10.07.1990 00:00:00;   149
11.07.1990 00:00:00;   135
12.07.1990 00:00:00;   138
13.07.1990 00:00:00;   142
14.07.1990 00:00:00;   145
15.07.1990 00:00:00;   136
16.07.1990 00:00:00;   140
17.07.1990 00:00:00;   140
18.07.1990 00:00:00;   142
19.07.1990 00:00:00;   144
20.07.1990 00:00:00;   137
21.07.1990 00:00:00;   144
22.07.1990 00:00:00;   135
23.07.1990 00:00:00;   135
24.07.1990 00:00:00;   134
25.07.1990 00:00:00;   113
26.07.1990 00:00:00;   108
27.07.1990 00:00:00;   117
28.07.1990 00:00:00;   115
29.07.1990 00:00:00;   111
30.07.1990 00:00:00;   116
31.07.1990 00:00:00;   116
01.08.1990 00:00:00;   120
02.08.1990 00:00:00;   114
03.08.1990 00:00:00;   114
04.08.1990 00:00:00;   116
05.08.1990 00:00:00;   104
06.08.1990 00:00:00;   111
07.08.1990 00:00:00;   118
08.08.1990 00:00:00;   112
09.08.1990 00:00:00;   107
10.08.1990 00:00:00;   105
11.08.1990 00:00:00;   104
12.08.1990 00:00:00;   104
13.08.1990 00:00:00;   105
14.08.1990 00:00:00;   109
15.08.1990 00:00:00;   114
16.08.1990 00:00:00;   111
17.08.1990 00:00:00;   130
18.08.1990 00:00:00;   116
19.08.1990 00:00:00;   114
20.08.1990 00:00:00;   114
21.08.1990 00:00:00;   116
22.08.1990 00:00:00;   117
23.08.1990 00:00:00;   116
24.08.1990 00:00:00;   116
25.08.1990 00:00:00;   115
26.08.1990 00:00:00;   106
27.08.1990 00:00:00;   121
28.08.1990 00:00:00;   122
29.08.1990 00:00:00;   119
30.08.1990 00:00:00;   118
31.08.1990 00:00:00;   118
01.09.1990 00:00:00;   117
02.09.1990 00:00:00;   121
03.09.1990 00:00:00;   122
04.09.1990 00:00:00;   124
05.09.1990 00:00:00;   115
06.09.1990 00:00:00;   113
07.09.1990 00:00:00;   116
08.09.1990 00:00:00;   111
09.09.1990 00:00:00;   108
10.09.1990 00:00:00;   110
11.09.1990 00:00:00;   118
12.09.1990 00:00:00;   111
13.09.1990 00:00:00;   108
14.09.1990 00:00:00;   116
15.09.1990 00:00:00;   117
16.09.1990 00:00:00;   115
17.09.1990 00:00:00;   120
18.09.1990 00:00:00;   120
19.09.1990 00:00:00;   116
20.09.1990 00:00:00;   124
21.09.1990 00:00:00;   119
22.09.1990 00:00:00;   103
23.09.1990 00:00:00;   102
24.09.1990 00:00:00;   122
25.09.1990 00:00:00;   111
26.09.1990 00:00:00;   116
27.09.1990 00:00:00;   107
28.09.1990 00:00:00;   116
29.09.1990 00:00:00;   118
30.09.1990 00:00:00;   108
01.10.1990 00:00:00;   110
02.10.1990 00:00:00;   108
03.10.1990 00:00:00;   104
04.10.1990 00:00:00;   117
05.10.1990 00:00:00;   113
06.10.1990 00:00:00;   108
07.10.1990 00:00:00;   106
08.10.1990 00:00:00;   119
09.10.1990 00:00:00;   107
10.10.1990 00:00:00;   117
11.10.1990 00:00:00;   126
12.10.1990 00:00:00;   120
13.10.1990 00:00:00;   104
14.10.1990 00:00:00;   102
15.10.1990 00:00:00;   112
16.10.1990 00:00:00;   116
17.10.1990 00:00:00;   120
18.10.1990 00:00:00;   110
19.10.1990 00:00:00;   118
20.10.1990 00:00:00;   110
21.10.1990 00:00:00;   102
22.10.1990 00:00:00;   125
23.10.1990 00:00:00;   113
24.10.1990 00:00:00;   121
25.10.1990 00:00:00;   115
26.10.1990 00:00:00;   102
27.10.1990 00:00:00;   117
28.10.1990 00:00:00;   101
29.10.1990 00:00:00;   124
30.10.1990 00:00:00;   103
31.10.1990 00:00:00;   111
01.11.1990 00:00:00;   103
02.11.1990 00:00:00;   105
03.11.1990 00:00:00;   104
04.11.1990 00:00:00;   105
05.11.1990 00:00:00;   123
06.11.1990 00:00:00;   111
07.11.1990 00:00:00;   122
08.11.1990 00:00:00;   119
09.11.1990 00:00:00;   122
10.11.1990 00:00:00;   114
11.11.1990 00:00:00;   116
12.11.1990 00:00:00;   121
13.11.1990 00:00:00;   108
14.11.1990 00:00:00;   115
15.11.1990 00:00:00;   115
16.11.1990 00:00:00;   114
17.11.1990 00:00:00;   114
18.11.1990 00:00:00;   103
19.11.1990 00:00:00;   116
20.11.1990 00:00:00;   112
21.11.1990 00:00:00;   114
22.11.1990 00:00:00;   115
23.11.1990 00:00:00;   110
24.11.1990 00:00:00;   105
25.11.1990 00:00:00;   118
26.11.1990 00:00:00;   117
27.11.1990 00:00:00;   112
28.11.1990 00:00:00;   115
29.11.1990 00:00:00;   116
30.11.1990 00:00:00;   126
01.12.1990 00:00:00;   139
02.12.1990 00:00:00;   141
03.12.1990 00:00:00;   142
04.12.1990 00:00:00;   134
05.12.1990 00:00:00;   129
06.12.1990 00:00:00;   132
07.12.1990 00:00:00;   137
08.12.1990 00:00:00;   133
09.12.1990 00:00:00;   124
10.12.1990 00:00:00;   128
11.12.1990 00:00:00;   121
12.12.1990 00:00:00;   137
13.12.1990 00:00:00;   128
14.12.1990 00:00:00;   117
15.12.1990 00:00:00;   105
16.12.1990 00:00:00;   105
17.12.1990 00:00:00;   115
18.12.1990 00:00:00;   107
19.12.1990 00:00:00;   118
20.12.1990 00:00:00;   103
21.12.1990 00:00:00;    94
22.12.1990 00:00:00;    94
23.12.1990 00:00:00;    94
24.12.1990 00:00:00;   100
25.12.1990 00:00:00;    93
26.12.1990 00:00:00;   102
27.12.1990 00:00:00;   114
28.12.1990 00:00:00;   108
29.12.1990 00:00:00;   105
30.12.1990 00:00:00;   103
31.12.1990 00:00:00;   105
01.01.1991 00:00:00;    93
02.01.1991 00:00:00;   100
03.01.1991 00:00:00;   102
04.01.1991 00:00:00;   113
05.01.1991 00:00:00;   115
06.01.1991 00:00:00;   111
07.01.1991 00:00:00;   120
08.01.1991 00:00:00;   104
09.01.1991 00:00:00;   108
10.01.1991 00:00:00;   112
11.01.1991 00:00:00;   105
12.01.1991 00:00:00;    93
13.01.1991 00:00:00;    97
14.01.1991 00:00:00;   123
15.01.1991 00:00:00;   111
16.01.1991 00:00:00;   111
17.01.1991 00:00:00;   109
18.01.1991 00:00:00;   109
19.01.1991 00:00:00;   101
20.01.1991 00:00:00;   101
21.01.1991 00:00:00;   102
22.01.1991 00:00:00;   102
23.01.1991 00:00:00;   101
24.01.1991 00:00:00;   102
25.01.1991 00:00:00;    98
26.01.1991 00:00:00;   100
27.01.1991 00:00:00;    90
28.01.1991 00:00:00;   111
29.01.1991 00:00:00;    97
30.01.1991 00:00:00;    96
31.01.1991 00:00:00;   106
01.02.1991 00:00:00;    97
02.02.1991 00:00:00;   106
03.02.1991 00:00:00;    98
04.02.1991 00:00:00;   100
05.02.1991 00:00:00;    90
06.02.1991 00:00:00;   102
07.02.1991 00:00:00;   105
08.02.1991 00:00:00;   107
09.02.1991 00:00:00;   100
10.02.1991 00:00:00;    93
11.02.1991 00:00:00;   106
12.02.1991 00:00:00;   102
13.02.1991 00:00:00;   107
14.02.1991 00:00:00;   101
15.02.1991 00:00:00;   103
16.02.1991 00:00:00;   101
17.02.1991 00:00:00;    92
18.02.1991 00:00:00;   110
19.02.1991 00:00:00;   106
20.02.1991 00:00:00;   108
21.02.1991 00:00:00;   109
22.02.1991 00:00:00;   109
23.02.1991 00:00:00;   110
24.02.1991 00:00:00;    99
25.02.1991 00:00:00;   118
26.02.1991 00:00:00;   123
27.02.1991 00:00:00;   126
28.02.1991 00:00:00;   120
01.03.1991 00:00:00;   126
02.03.1991 00:00:00;   110
03.03.1991 00:00:00;   116
04.03.1991 00:00:00;   120
05.03.1991 00:00:00;   116
06.03.1991 00:00:00;   103
07.03.1991 00:00:00;   110
08.03.1991 00:00:00;   110
09.03.1991 00:00:00;   119
10.03.1991 00:00:00;   118
11.03.1991 00:00:00;   115
12.03.1991 00:00:00;   114
13.03.1991 00:00:00;   123
14.03.1991 00:00:00;   115
15.03.1991 00:00:00;   122
16.03.1991 00:00:00;   115
17.03.1991 00:00:00;   105
18.03.1991 00:00:00;   107
19.03.1991 00:00:00;   101
20.03.1991 00:00:00;   104
21.03.1991 00:00:00;   103
22.03.1991 00:00:00;   104
23.03.1991 00:00:00;   105
24.03.1991 00:00:00;   106
25.03.1991 00:00:00;   106
26.03.1991 00:00:00;   113
27.03.1991 00:00:00;   125
28.03.1991 00:00:00;   132
29.03.1991 00:00:00;   106
30.03.1991 00:00:00;   106
31.03.1991 00:00:00;   100
01.04.1991 00:00:00;    99
02.04.1991 00:00:00;   117
03.04.1991 00:00:00;   101
04.04.1991 00:00:00;   102
05.04.1991 00:00:00;   110
06.04.1991 00:00:00;   109
07.04.1991 00:00:00;    99
08.04.1991 00:00:00;   110
09.04.1991 00:00:00;    99
10.04.1991 00:00:00;   106
11.04.1991 00:00:00;    98
12.04.1991 00:00:00;   112
13.04.1991 00:00:00;   101
14.04.1991 00:00:00;   100
15.04.1991 00:00:00;   112
16.04.1991 00:00:00;   102
17.04.1991 00:00:00;   114
18.04.1991 00:00:00;   105
19.04.1991 00:00:00;   100
20.04.1991 00:00:00;   110
21.04.1991 00:00:00;    99
22.04.1991 00:00:00;   107
23.04.1991 00:00:00;    99
24.04.1991 00:00:00;   105
25.04.1991 00:00:00;    99
26.04.1991 00:00:00;   106
27.04.1991 00:00:00;   100
28.04.1991 00:00:00;   102
29.04.1991 00:00:00;   111
30.04.1991 00:00:00;   112
01.05.1991 00:00:00;   108
02.05.1991 00:00:00;   107
03.05.1991 00:00:00;   110
04.05.1991 00:00:00;   104
05.05.1991 00:00:00;   104
06.05.1991 00:00:00;   120
07.05.1991 00:00:00;   117
08.05.1991 00:00:00;   108
09.05.1991 00:00:00;   112
10.05.1991 00:00:00;   107
11.05.1991 00:00:00;   109
12.05.1991 00:00:00;   114
13.05.1991 00:00:00;   113
14.05.1991 00:00:00;   123
15.05.1991 00:00:00;   121
16.05.1991 00:00:00;   132
17.05.1991 00:00:00;   125
18.05.1991 00:00:00;   108
19.05.1991 00:00:00;   108
20.05.1991 00:00:00;   109
21.05.1991 00:00:00;   121
22.05.1991 00:00:00;   125
23.05.1991 00:00:00;   134
24.05.1991 00:00:00;   124
25.05.1991 00:00:00;   131
26.05.1991 00:00:00;   128
27.05.1991 00:00:00;   126
28.05.1991 00:00:00;   127
29.05.1991 00:00:00;   124
30.05.1991 00:00:00;   123
31.05.1991 00:00:00;   123
01.06.1991 00:00:00;   127
02.06.1991 00:00:00;   133
03.06.1991 00:00:00;   133
04.06.1991 00:00:00;   130
05.06.1991 00:00:00;   124
06.06.1991 00:00:00;   126
07.06.1991 00:00:00;   128
08.06.1991 00:00:00;   128
09.06.1991 00:00:00;   128
10.06.1991 00:00:00;   133
11.06.1991 00:00:00;   134
12.06.1991 00:00:00;   134
13.06.1991 00:00:00;   140
14.06.1991 00:00:00;   143
15.06.1991 00:00:00;   140
16.06.1991 00:00:00;   146
17.06.1991 00:00:00;   167
18.06.1991 00:00:00;   146
19.06.1991 00:00:00;   134
20.06.1991 00:00:00;   130
21.06.1991 00:00:00;   129
22.06.1991 00:00:00;   131
23.06.1991 00:00:00;   137
24.06.1991 00:00:00;   145
25.06.1991 00:00:00;   148
26.06.1991 00:00:00;   149
27.06.1991 00:00:00;   152
28.06.1991 00:00:00;   137
29.06.1991 00:00:00;   130
30.06.1991 00:00:00;   127
01.07.1991 00:00:00;   126
02.07.1991 00:00:00;   129
03.07.1991 00:00:00;   128
04.07.1991 00:00:00;   129
05.07.1991 00:00:00;   128
06.07.1991 00:00:00;   124
07.07.1991 00:00:00;   123
08.07.1991 00:00:00;   141
09.07.1991 00:00:00;   139
10.07.1991 00:00:00;   131
11.07.1991 00:00:00;   138
12.07.1991 00:00:00;   134
13.07.1991 00:00:00;   128
14.07.1991 00:00:00;   143
15.07.1991 00:00:00;   146
16.07.1991 00:00:00;   126
17.07.1991 00:00:00;   140
18.07.1991 00:00:00;   129
19.07.1991 00:00:00;   131
20.07.1991 00:00:00;   122
21.07.1991 00:00:00;   125
22.07.1991 00:00:00;   136
23.07.1991 00:00:00;   138
24.07.1991 00:00:00;   132
25.07.1991 00:00:00;   143
26.07.1991 00:00:00;   139
27.07.1991 00:00:00;   136
28.07.1991 00:00:00;   141
29.07.1991 00:00:00;   143
30.07.1991 00:00:00;   135
31.07.1991 00:00:00;   132
01.08.1991 00:00:00;   151
02.08.1991 00:00:00;   140
03.08.1991 00:00:00;   156
04.08.1991 00:00:00;   140
05.08.1991 00:00:00;   139
06.08.1991 00:00:00;   139
07.08.1991 00:00:00;   139
08.08.1991 00:00:00;   143
09.08.1991 00:00:00;   139
10.08.1991 00:00:00;   128
11.08.1991 00:00:00;   133
12.08.1991 00:00:00;   137
13.08.1991 00:00:00;   127
14.08.1991 00:00:00;   128
15.08.1991 00:00:00;   130
16.08.1991 00:00:00;   126
17.08.1991 00:00:00;   130
18.08.1991 00:00:00;   130
19.08.1991 00:00:00;   134
20.08.1991 00:00:00;   135
21.08.1991 00:00:00;   140
22.08.1991 00:00:00;   126
23.08.1991 00:00:00;   138
24.08.1991 00:00:00;   123
25.08.1991 00:00:00;   116
26.08.1991 00:00:00;   129
27.08.1991 00:00:00;   128
28.08.1991 00:00:00;   121
29.08.1991 00:00:00;   129
30.08.1991 00:00:00;   131
31.08.1991 00:00:00;   127
01.09.1991 00:00:00;   115
02.09.1991 00:00:00;   129
03.09.1991 00:00:00;   127
04.09.1991 00:00:00;   138
05.09.1991 00:00:00;   118
06.09.1991 00:00:00;   128
07.09.1991 00:00:00;   110
08.09.1991 00:00:00;   103
09.09.1991 00:00:00;   125
10.09.1991 00:00:00;   118
11.09.1991 00:00:00;   109
12.09.1991 00:00:00;   113
13.09.1991 00:00:00;   118
14.09.1991 00:00:00;   109
15.09.1991 00:00:00;    99
16.09.1991 00:00:00;   124
17.09.1991 00:00:00;   116
18.09.1991 00:00:00;   113
19.09.1991 00:00:00;    98
20.09.1991 00:00:00;   114
21.09.1991 00:00:00;    99
22.09.1991 00:00:00;    98
23.09.1991 00:00:00;   111
24.09.1991 00:00:00;    99
25.09.1991 00:00:00;    97
26.09.1991 00:00:00;   114
27.09.1991 00:00:00;   123
28.09.1991 00:00:00;   106
29.09.1991 00:00:00;   108
30.09.1991 00:00:00;   105
01.10.1991 00:00:00;   126
02.10.1991 00:00:00;   121
03.10.1991 00:00:00;   114
04.10.1991 00:00:00;   118
05.10.1991 00:00:00;   109
06.10.1991 00:00:00;   111
07.10.1991 00:00:00;    99
08.10.1991 00:00:00;    99
09.10.1991 00:00:00;    98
10.10.1991 00:00:00;    98
11.10.1991 00:00:00;    97
12.10.1991 00:00:00;    97
13.10.1991 00:00:00;    98
14.10.1991 00:00:00;    97
15.10.1991 00:00:00;    97
16.10.1991 00:00:00;    97
17.10.1991 00:00:00;    97
18.10.1991 00:00:00;    99
19.10.1991 00:00:00;    98
20.10.1991 00:00:00;    98
21.10.1991 00:00:00;    98
22.10.1991 00:00:00;    97
23.10.1991 00:00:00;    97
24.10.1991 00:00:00;    97
25.10.1991 00:00:00;    98
26.10.1991 00:00:00;    97
27.10.1991 00:00:00;    97
28.10.1991 00:00:00;    96
29.10.1991 00:00:00;    96
30.10.1991 00:00:00;    95
31.10.1991 00:00:00;    95
01.11.1991 00:00:00;    95
02.11.1991 00:00:00;    95
03.11.1991 00:00:00;    95
04.11.1991 00:00:00;    96
05.11.1991 00:00:00;    96
06.11.1991 00:00:00;    95
07.11.1991 00:00:00;    95
08.11.1991 00:00:00;    98
09.11.1991 00:00:00;    97
10.11.1991 00:00:00;    96
11.11.1991 00:00:00;    95
12.11.1991 00:00:00;    96
13.11.1991 00:00:00;   111
14.11.1991 00:00:00;   103
15.11.1991 00:00:00;   104
16.11.1991 00:00:00;   107
17.11.1991 00:00:00;    96
18.11.1991 00:00:00;   106
19.11.1991 00:00:00;   106
20.11.1991 00:00:00;   114
21.11.1991 00:00:00;   111
22.11.1991 00:00:00;   112
23.11.1991 00:00:00;    95
24.11.1991 00:00:00;   100
25.11.1991 00:00:00;   123
26.11.1991 00:00:00;   114
27.11.1991 00:00:00;   116
28.11.1991 00:00:00;   119
29.11.1991 00:00:00;   115
30.11.1991 00:00:00;   121
01.12.1991 00:00:00;   109
02.12.1991 00:00:00;   124
03.12.1991 00:00:00;   126
04.12.1991 00:00:00;   111
05.12.1991 00:00:00;   115
06.12.1991 00:00:00;   117
07.12.1991 00:00:00;   119
08.12.1991 00:00:00;   116
09.12.1991 00:00:00;   122
10.12.1991 00:00:00;   122
11.12.1991 00:00:00;   108
12.12.1991 00:00:00;   125
13.12.1991 00:00:00;   125
14.12.1991 00:00:00;   116
15.12.1991 00:00:00;   119
16.12.1991 00:00:00;   115
17.12.1991 00:00:00;   121
18.12.1991 00:00:00;   117
19.12.1991 00:00:00;   112
20.12.1991 00:00:00;   100
21.12.1991 00:00:00;   116
22.12.1991 00:00:00;   104
23.12.1991 00:00:00;   131
24.12.1991 00:00:00;   101
25.12.1991 00:00:00;    98
26.12.1991 00:00:00;    96
27.12.1991 00:00:00;   107
28.12.1991 00:00:00;   109
29.12.1991 00:00:00;   122
30.12.1991 00:00:00;   116
31.12.1991 00:00:00;   111
01.01.1992 00:00:00;   100
02.01.1992 00:00:00;   118
03.01.1992 00:00:00;   108
04.01.1992 00:00:00;   105
05.01.1992 00:00:00;   104
06.01.1992 00:00:00;   102
07.01.1992 00:00:00;   105
08.01.1992 00:00:00;   105
09.01.1992 00:00:00;   107
10.01.1992 00:00:00;   105
11.01.1992 00:00:00;    94
12.01.1992 00:00:00;    93
13.01.1992 00:00:00;   110
14.01.1992 00:00:00;   105
15.01.1992 00:00:00;   107
16.01.1992 00:00:00;   107
17.01.1992 00:00:00;   110
18.01.1992 00:00:00;   122
19.01.1992 00:00:00;   105
20.01.1992 00:00:00;   109
21.01.1992 00:00:00;   112
22.01.1992 00:00:00;   113
23.01.1992 00:00:00;   118
24.01.1992 00:00:00;   110
25.01.1992 00:00:00;   114
26.01.1992 00:00:00;   105
27.01.1992 00:00:00;   117
28.01.1992 00:00:00;   115
29.01.1992 00:00:00;   117
30.01.1992 00:00:00;   110
31.01.1992 00:00:00;   114
01.02.1992 00:00:00;   111
02.02.1992 00:00:00;   107
03.02.1992 00:00:00;   116
04.02.1992 00:00:00;   106
05.02.1992 00:00:00;   109
06.02.1992 00:00:00;   109
07.02.1992 00:00:00;   111
08.02.1992 00:00:00;   108
09.02.1992 00:00:00;   105
10.02.1992 00:00:00;   119
11.02.1992 00:00:00;   113
12.02.1992 00:00:00;   111
13.02.1992 00:00:00;   108
14.02.1992 00:00:00;   100
15.02.1992 00:00:00;   101
16.02.1992 00:00:00;   102
17.02.1992 00:00:00;   115
18.02.1992 00:00:00;   115
19.02.1992 00:00:00;   114
20.02.1992 00:00:00;   112
21.02.1992 00:00:00;   115
22.02.1992 00:00:00;   112
23.02.1992 00:00:00;   101
24.02.1992 00:00:00;   114
25.02.1992 00:00:00;   113
26.02.1992 00:00:00;   110
27.02.1992 00:00:00;   115
28.02.1992 00:00:00;   106
29.02.1992 00:00:00;   110
01.03.1992 00:00:00;   109
02.03.1992 00:00:00;   118
03.03.1992 00:00:00;   106
04.03.1992 00:00:00;   104
05.03.1992 00:00:00;   104
06.03.1992 00:00:00;   105
07.03.1992 00:00:00;   104
08.03.1992 00:00:00;    98
09.03.1992 00:00:00;   109
10.03.1992 00:00:00;   109
11.03.1992 00:00:00;   111
12.03.1992 00:00:00;   126
13.03.1992 00:00:00;   125
14.03.1992 00:00:00;   107
15.03.1992 00:00:00;   109
16.03.1992 00:00:00;   112
17.03.1992 00:00:00;   109
18.03.1992 00:00:00;   119
19.03.1992 00:00:00;   112
20.03.1992 00:00:00;   105
21.03.1992 00:00:00;    97
22.03.1992 00:00:00;    99
23.03.1992 00:00:00;   111
24.03.1992 00:00:00;   105
25.03.1992 00:00:00;   101
26.03.1992 00:00:00;    95
27.03.1992 00:00:00;   101
28.03.1992 00:00:00;    95
29.03.1992 00:00:00;    95
30.03.1992 00:00:00;    98
31.03.1992 00:00:00;    95
01.04.1992 00:00:00;   106
02.04.1992 00:00:00;    97
03.04.1992 00:00:00;   105
04.04.1992 00:00:00;   101
05.04.1992 00:00:00;   102
06.04.1992 00:00:00;   100
07.04.1992 00:00:00;   110
08.04.1992 00:00:00;   109
09.04.1992 00:00:00;   107
10.04.1992 00:00:00;   109
11.04.1992 00:00:00;   104
12.04.1992 00:00:00;   106
13.04.1992 00:00:00;   120
14.04.1992 00:00:00;   110
15.04.1992 00:00:00;   111
16.04.1992 00:00:00;   110
17.04.1992 00:00:00;   105
18.04.1992 00:00:00;   105
19.04.1992 00:00:00;   107
20.04.1992 00:00:00;   106
21.04.1992 00:00:00;   115
22.04.1992 00:00:00;   109
23.04.1992 00:00:00;   117
24.04.1992 00:00:00;   122
25.04.1992 00:00:00;   135
26.04.1992 00:00:00;   134
27.04.1992 00:00:00;   150
28.04.1992 00:00:00;   146
29.04.1992 00:00:00;   141
30.04.1992 00:00:00;   143
01.05.1992 00:00:00;   136
02.05.1992 00:00:00;   145
03.05.1992 00:00:00;   138
04.05.1992 00:00:00;   142
05.05.1992 00:00:00;   145
06.05.1992 00:00:00;   140
07.05.1992 00:00:00;   146
08.05.1992 00:00:00;   145
09.05.1992 00:00:00;   147
10.05.1992 00:00:00;   151
11.05.1992 00:00:00;   147
12.05.1992 00:00:00;   140
13.05.1992 00:00:00;   143
14.05.1992 00:00:00;   147
15.05.1992 00:00:00;   148
16.05.1992 00:00:00;   147
17.05.1992 00:00:00;   146
18.05.1992 00:00:00;   142
19.05.1992 00:00:00;   139
20.05.1992 00:00:00;   147
21.05.1992 00:00:00;   142
22.05.1992 00:00:00;   144
23.05.1992 00:00:00;   143
24.05.1992 00:00:00;   142
25.05.1992 00:00:00;   146
26.05.1992 00:00:00;   146
27.05.1992 00:00:00;   144
28.05.1992 00:00:00;   143
29.05.1992 00:00:00;   143
30.05.1992 00:00:00;   142
31.05.1992 00:00:00;   141
01.06.1992 00:00:00;   148
02.06.1992 00:00:00;   148
03.06.1992 00:00:00;   142
04.06.1992 00:00:00;   138
05.06.1992 00:00:00;   141
06.06.1992 00:00:00;   141
07.06.1992 00:00:00;   141
08.06.1992 00:00:00;   146
09.06.1992 00:00:00;   131
10.06.1992 00:00:00;   131
11.06.1992 00:00:00;   133
12.06.1992 00:00:00;   129
13.06.1992 00:00:00;   135
14.06.1992 00:00:00;   132
15.06.1992 00:00:00;   129
16.06.1992 00:00:00;   134
17.06.1992 00:00:00;   135
18.06.1992 00:00:00;   131
19.06.1992 00:00:00;   126
20.06.1992 00:00:00;   128
21.06.1992 00:00:00;   125
22.06.1992 00:00:00;   125
23.06.1992 00:00:00;   127
24.06.1992 00:00:00;   124
25.06.1992 00:00:00;   124
26.06.1992 00:00:00;   127
27.06.1992 00:00:00;   135
28.06.1992 00:00:00;   140
29.06.1992 00:00:00;   134
30.06.1992 00:00:00;   135
01.07.1992 00:00:00;   136
02.07.1992 00:00:00;   135
03.07.1992 00:00:00;   143
04.07.1992 00:00:00;   138
05.07.1992 00:00:00;   137
06.07.1992 00:00:00;   138
07.07.1992 00:00:00;   138
08.07.1992 00:00:00;   137
09.07.1992 00:00:00;   135
10.07.1992 00:00:00;   140
11.07.1992 00:00:00;   137
12.07.1992 00:00:00;   138
13.07.1992 00:00:00;   140
14.07.1992 00:00:00;   134
15.07.1992 00:00:00;   139
16.07.1992 00:00:00;   139
17.07.1992 00:00:00;   137
18.07.1992 00:00:00;   144
19.07.1992 00:00:00;   132
20.07.1992 00:00:00;   143
21.07.1992 00:00:00;   138
22.07.1992 00:00:00;   135
23.07.1992 00:00:00;   133
24.07.1992 00:00:00;   136
25.07.1992 00:00:00;   134
26.07.1992 00:00:00;   133
27.07.1992 00:00:00;   132
28.07.1992 00:00:00;   111
29.07.1992 00:00:00;   119
30.07.1992 00:00:00;   128
31.07.1992 00:00:00;   121
01.08.1992 00:00:00;   123
02.08.1992 00:00:00;   110
03.08.1992 00:00:00;   123
04.08.1992 00:00:00;   125
05.08.1992 00:00:00;   128
06.08.1992 00:00:00;   127
07.08.1992 00:00:00;   128
08.08.1992 00:00:00;   139
09.08.1992 00:00:00;   139
10.08.1992 00:00:00;   130
11.08.1992 00:00:00;   130
12.08.1992 00:00:00;   121
13.08.1992 00:00:00;   138
14.08.1992 00:00:00;   131
15.08.1992 00:00:00;   133
16.08.1992 00:00:00;   121
17.08.1992 00:00:00;   129
18.08.1992 00:00:00;   132
19.08.1992 00:00:00;   126
20.08.1992 00:00:00;   129
21.08.1992 00:00:00;   124
22.08.1992 00:00:00;   123
23.08.1992 00:00:00;   124
24.08.1992 00:00:00;   120
25.08.1992 00:00:00;   119
26.08.1992 00:00:00;   120
27.08.1992 00:00:00;   125
28.08.1992 00:00:00;   121
29.08.1992 00:00:00;   122
30.08.1992 00:00:00;   118
31.08.1992 00:00:00;   121
01.09.1992 00:00:00;   126
02.09.1992 00:00:00;   135
03.09.1992 00:00:00;   131
04.09.1992 00:00:00;   140
05.09.1992 00:00:00;   127
06.09.1992 00:00:00;   133
07.09.1992 00:00:00;   136
08.09.1992 00:00:00;   134
09.09.1992 00:00:00;   130
10.09.1992 00:00:00;   124
11.09.1992 00:00:00;   125
12.09.1992 00:00:00;   119
13.09.1992 00:00:00;   114
14.09.1992 00:00:00;   124
15.09.1992 00:00:00;   128
16.09.1992 00:00:00;   129
17.09.1992 00:00:00;   130
18.09.1992 00:00:00;   139
19.09.1992 00:00:00;   129
20.09.1992 00:00:00;   116
21.09.1992 00:00:00;   131
22.09.1992 00:00:00;   127
23.09.1992 00:00:00;   131
24.09.1992 00:00:00;   126
25.09.1992 00:00:00;   130
26.09.1992 00:00:00;   104
27.09.1992 00:00:00;   108
28.09.1992 00:00:00;   119
29.09.1992 00:00:00;   127
30.09.1992 00:00:00;   113
01.10.1992 00:00:00;   120
02.10.1992 00:00:00;   121
03.10.1992 00:00:00;   115
04.10.1992 00:00:00;   107
05.10.1992 00:00:00;   114
06.10.1992 00:00:00;   118
07.10.1992 00:00:00;   120
08.10.1992 00:00:00;   115
09.10.1992 00:00:00;   134
10.10.1992 00:00:00;   122
11.10.1992 00:00:00;   114
12.10.1992 00:00:00;   120
13.10.1992 00:00:00;   114
14.10.1992 00:00:00;   116
15.10.1992 00:00:00;   121
16.10.1992 00:00:00;   125
17.10.1992 00:00:00;   123
18.10.1992 00:00:00;   107
19.10.1992 00:00:00;   119
20.10.1992 00:00:00;   121
21.10.1992 00:00:00;   122
22.10.1992 00:00:00;   109
23.10.1992 00:00:00;   109
24.10.1992 00:00:00;   118
25.10.1992 00:00:00;   109
26.10.1992 00:00:00;   103
27.10.1992 00:00:00;   114
28.10.1992 00:00:00;   103
29.10.1992 00:00:00;   114
30.10.1992 00:00:00;   108
31.10.1992 00:00:00;   103
01.11.1992 00:00:00;   103
